item_id,english,de,es-CO,fr-CA,labels,nl
same-different-selection-touch-circle-heavy,Show me the circle.,Show me the circle.,Show me the circle.,Show me the circle.,same-different-selection,
same-different-selection-touch-gray,Choose the star on the gray card.,Wähle den Stern auf der grauen Karte.,Escoge la estrella en la carta gris.,Choisis l'étoile sur la carte grise.,same-different-selection,
same-different-selection-touch-gray-heavy,Show me the picture with the gray background.,Show me the picture with the gray background.,Show me the picture with the gray background.,Show me the picture with the gray background.,same-different-selection,
same-different-selection-touch-green,Choose the card with a green shape.,Wähle die Karte mit einer grünen Form.,Escoge la carta que tiene una figura verde.,Choisis la carte avec une forme verte.,same-different-selection,
same-different-selection-touch-green-heavy,Show me the green one.,Show me the green one.,Show me the green one.,Show me the green one.,same-different-selection,
same-different-selection-touch-large,Choose the card with a large shape.,Wähle die Karte mit einer großen Form.,Escoge la carta que tiene una figura grande.,Choisis la carte avec une grande forme.,same-different-selection,
same-different-selection-touch-large-heavy,Show me the large one.,Show me the large one.,Show me the large one.,Show me the large one.,same-different-selection,
same-different-selection-touch-medium,Choose the card with a medium-sized shape.,Wähle die Karte mit einer mittelgroßen Form.,Escoge la carta que tiene una figura mediana.,Choisis la carte avec une forme de taille moyenne.,same-different-selection,
same-different-selection-touch-medium-heavy,Show me the medium one.,Show me the medium one.,Show me the medium one.,Show me the medium one.,same-different-selection,
same-different-selection-touch-red,Choose the card with a red shape.,Wähle die Karte mit einer roten Form.,Escoge la carta que tiene una figura roja.,Choisis la carte avec une forme rouge.,same-different-selection,
same-different-selection-touch-red-heavy,Show me the red one.,Show me the red one.,Show me the red one.,Show me the red one.,same-different-selection,
same-different-selection-touch-small,Choose the card with a small shape.,Wähle die Karte mit einer kleinen Form.,Escoge la carta que tiene una figura pequeña.,Choisis la carte avec une petite forme.,same-different-selection,
same-different-selection-touch-small-heavy,Show me the small one.,Show me the small one.,Show me the small one.,Show me the small one.,same-different-selection,
same-different-selection-touch-square,Choose the card with a square.,Wähle die Karte mit einem Quadrat. ,Escoge la carta que tiene un cuadrado.,Choisis la carte avec un carré.,same-different-selection,
same-different-selection-touch-square-heavy,Show me the square.,Show me the square.,Show me the square.,Show me the square.,same-different-selection,
same-different-selection-touch-star,Choose the card with a star.,Wähle die Karte mit einem Stern.,Escoge la carta que tiene una estrella.,Choisis la carte avec une étoile.,same-different-selection,
same-different-selection-touch-star-heavy,Show me the star.,Show me the star.,Show me the star.,Show me the star.,same-different-selection,
same-different-selection-touch-striped,Choose the star on the striped card.,Wähle den Stern auf der gestreiften Karte.,Escoge la estrella en la carta con rayas.,Choisis l'étoile sur la carte rayée.,same-different-selection,
same-different-selection-touch-striped-heavy,Show me the picture with the striped background.,Show me the picture with the striped background.,Show me the picture with the striped background.,Show me the picture with the striped background.,same-different-selection,
same-different-selection-touch-triangle,Choose the card with a triangle.,Wähle die Karte mit einem Dreieck.,Escoge la carta que tiene un triángulo.,Choisis la carte avec un triangle.,same-different-selection,
same-different-selection-touch-triangle-heavy,Show me the triangle.,Show me the triangle.,Show me the triangle.,Show me the triangle.,same-different-selection,
same-different-selection-touch-white,Choose the star on the white card.,Wähle den Stern auf der weißen Karte.,Escoge la estrella en la carta blanca.,Choisis l'étoile sur la carte blanche.,same-different-selection,
same-different-selection-touch-white-heavy,Show me the picture with the white background.,Show me the picture with the white background.,Show me the picture with the white background.,Show me the picture with the white background.,same-different-selection,
same-different-selection-touch-yellow,Choose the card with a yellow shape.,Wähle die Karte mit einer gelben Form.,Escoge la carta que tiene una figura amarilla.,Choisis la carte avec une forme jaune.,same-different-selection,
same-different-selection-touch-yellow-heavy,Show me the yellow one.,Show me the yellow one.,Show me the yellow one.,Show me the yellow one.,same-different-selection,
scared,scared,ängstlich,asustado,effrayé,theory-of-mind,
sds-2match-prompt1,Here is a new set of cards. Choose two cards that are the same in some way.,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind.",Aquí hay un nuevo grupo de cartas. Escoge dos cartas que sean iguales en algún aspecto. ,Voici un nouvel ensemble de cartes. Choisissez deux cartes qui sont semblables d'une certaine manière.,same-different-selection,
sds-2match-prompt1-heavy,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,same-different-selection,
sds-2match-prompt2,Choose two cards that are the same in a different way.,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind.",Escoge dos cartas que sean pareja porque son iguales en algo diferente. ,Choisissez deux cartes qui sont semblables de manière différente.,same-different-selection,
sds-2match-prompt2-heavy,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,same-different-selection,
sds-3match-prompt2,Here is the same set of cards again. Choose two cards that are the same in a different way.,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.",Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.,Voici le même ensemble de cartes. Choisissez deux cartes qui sont semblables de manière différente.,same-different-selection,
sds-3match-prompt2-heavy,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,same-different-selection,
sds-3unique-prompt1,Choose three cards that are the same in only one way.,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind.",Escoge tres cartas que sean iguales en un solo aspecto. ,Choisissez trois cartes qui sont semblables d'une seule manière.,same-different-selection,
sds-3unique-prompt1-heavy,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,same-different-selection,
sds-3unique-prompt2,Choose another three cards that are the same in only one way.,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind.",Escoge otras tres cartas que sean iguales en un solo aspecto.,Choisissez encore trois cartes qui sont semblables d'une seule manière.,same-different-selection,
sds-3unique-prompt2-heavy,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,same-different-selection,
sds-match-demo1-heavy,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,same-different-selection,
sds-match-demo2-heavy,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,same-different-selection,
sds-pick-square-demo-heavy,I will pick this one! This one is the same as the new picture because they are both squares.,I will pick this one! This one is the same as the new picture because they are both squares.,I will pick this one! This one is the same as the new picture because they are both squares.,I will pick this one! This one is the same as the new picture because they are both squares.,same-different-selection,
sds-prompt3,Here is another card. Which of these is similar to this one?,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich? ,Aquí hay otra carta. ¿Cuál de estas tiene algo que es igual a esta?,Voici une autre carte. Laquelle de ces cartes est semblable à celle-ci?,same-different-selection,
sds-prompt3-demo-heavy,Here is another picture. I have to choose which of these pictures is the same as this new picture.,Here is another picture. I have to choose which of these pictures is the same as this new picture.,Here is another picture. I have to choose which of these pictures is the same as this new picture.,Here is another picture. I have to choose which of these pictures is the same as this new picture.,same-different-selection,
sds-prompt3-heavy,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,same-different-selection,
sds-your-turn,Now it's your turn!,Now it's your turn!,Now it's your turn!,Now it's your turn!,same-different-selection,
shared-choose-picture-press-arrow,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","Pour utiliser une touche fléchée pour choisir une image, appuyez sur la touche qui pointe dans la même direction que la flèche sous l'image.",trog,
shared-intro-devices,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","Vous pouvez appuyer sur un écran tactile, utiliser le pavé tactile ou appuyer sur les touches fléchées pour cette activité. Essayez maintenant.",trog,
shared-intro-replay,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,Vous pouvez appuyer sur le bouton de relecture pour réécouter. Essayez maintenant.,trog,
shelf,On the shelf,Oben im Regal,Sobre la repisa,Sur l'étagère,theory-of-mind,
shirts,Shirts,T-Shirts,Camisetas,Chemises,theory-of-mind,
shoes,Shoes,Schuhe,Zapatos,Chaussures,theory-of-mind,
small_cup,The small cup,Die kleine Tasse,La taza pequeña,La petite tasse,theory-of-mind,
soccerball,The medium sized soccer ball,Den mittelgroßen Fußball,La pelota mediana de fútbol,The medium sized soccer ball,theory-of-mind,
socks,Socks,Socken,Medias,Chaussettes,theory-of-mind,
storybook,A storybook,Ein Bilderbuch,Un libro de cuentos,Un livre d'histoires,theory-of-mind,
subtraction-prompt1,Subtract the numbers and choose the correct answer.,Ziehe die Zahlen ab und wähle die richtige Antwort.,Resta los números y escoge la respuesta correcta.,Soustrais les chiffres et choisis la réponse correcte.,math,
subtraction-prompt2,Subtract the numbers.,Ziehe die Zahlen ab. ,Resta los números.,Soustrais les chiffres.,math,
surprised,surprised,überrascht,sorprendido,surpris,theory-of-mind,
table,On the table,Auf dem Tisch,En la mesa,Sur la table,theory-of-mind,
task-completion,You've completed this game. Thank you!,Dieses Spiel ist jetzt zu Ende! Danke fürs Mitmachen!,Has completado el juego. ¡Gracias!,You've completed this game. Thank you!,general,
task-finished,You've completed the game. Thank you!,Dieses Spiel ist jetzt zu Ende! Danke fürs Mitmachen!,Has completado el juego. ¡Gracias!,Tu as terminé le jeu. Merci !,general,
top,On top of the shelf above the backpack shelf,Oben auf dem Regal über dem Rucksackregal.,En la repisa sobre el mueble de las maletas,Au-dessus de l'étagère des sacs à dos,theory-of-mind,
tree,A tree,Einen Baum,Un árbol,Un arbre,theory-of-mind,
trog-instr1-matching,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","Ceci est une activité d'association. Écoutez ce que je dis, puis regardez attentivement les images. Choisissez l'image qui correspond aux mots que vous entendez.",trog,
trog-instruct1,"Now we're going to play a matching game! I'm going to say some words, and you choose the picture that goes with what I say. Let's get started!","Jetzt werden wir ein Zuordnungsspiel spielen! Ich werde ein paar Wörter sagen, und du wählst das Bild aus, das zu dem passt, was ich sage. Los geht's!","Ahora, ¡vamos a hacer un juego de asociación! Yo diré palabras y tú eliges la imagen que va con las palabras que yo diga. ¡Empecemos!",Nous allons maintenant jouer à un jeu d'association ! Je vais dire quelques mots et tu choisirais l'image qui correspond à ce que je dis. Commençons !,trog,
trog-item-1,Choose the picture of the shoe.,Wähle das Bild mit dem Schuh.,Escoge el dibujo del zapato.,Choisis l'image de la chaussure.,trog,
trog-item-10,Choose the picture that shows tall.,"Wähle das Bild aus, das etwas Großes zeigt.",Escoge el dibujo que muestra alto.,Choisissez l'image qui montre grande.,trog,
trog-item-100,The plane that is gray is above the clouds.,"Das Flugzeug, das grau ist, befindet sich über den Wolken.",El avión que es gris está  arriba de las nubes,L'avion gris est au-dessus des nuages.,trog,
trog-item-101,The fish swim beneath a whale and a sea turtle.,Die Fische schwimmen unter einem Wal und einer Meeresschildkröte.,Los peces nadan debajo de una ballena y una tortuga marina.,Les poissons nagent sous une baleine et une tortue de mer.,trog,
trog-item-102,The car that the truck followed is driving toward the tunnel.,"Das Auto, das dem der Lastwagen gefolgt ist, fährt auf den Tunnel zu.",El coche al que siguió el camión va hacia el túnel.,La voiture que le camion a suivie se dirige vers le tunnel.,trog,
trog-item-103,Instead of doing homework she did a puzzle in her room.,"Anstatt Hausaufgaben zu machen, hat sie in ihrem Zimmer ein Puzzle gemacht.","En vez de hacer las tareas, ella hizo un rompecabezas en su habitación. ","Au lieu de faire ses devoirs, elle a fait un casse-tête dans sa chambre.",trog,
trog-item-11,Choose the picture that shows red.,"Wähle das Bild aus, das etwas Rotes zeigt.",Escoge el dibujo que muestra el rojo.,Choisissez l'image qui montre rouge.,trog,
trog-item-12,Choose the picture that shows black.,"Wähle das Bild aus, das etwas Schwarzes zeigt.",Escoge el dibujo que muestra el negro.,Choisissez l'image qui montre noire.,trog,
trog-item-13,the boy is running,der Junge rennt.,el niño está corriendo,le garçon court,trog,
trog-item-14,the big cup,die große Tasse.,la taza grande,la grande tasse,trog,
trog-item-15,the dog is sitting,der Hund sitzt.,el perro está sentado,le chien est assis,trog,
trog-item-16,the red ball,der rote Ball.,la pelota roja,la balle rouge,trog,
trog-item-17,the boy is not running,der Junge rennt nicht.,el niño no está corriendo,le garçon ne court pas,trog,
trog-item-18,the dog is not drinking,der Hund trinkt nicht.,el perro no está bebiendo,le chien ne boit pas,trog,
trog-item-19,the girl is not jumping,das Mädchen hüpft nicht.,la niña no está saltando,la fille ne saute pas,trog,
trog-item-2,Choose the picture of the bird.,Wähle das Bild mit dem Vogel.,Escoge el dibujo del pájaro.,Choisis l'image de l'oiseau.,trog,
trog-item-20,the dog is not sitting,der Hund sitzt nicht.,el perro no está sentado,le chien ne s'assied pas,trog,
trog-item-21,the boy is jumping over the box,der Junge springt über den Kasten. ,el niño salta por encima de la caja,le garçon saute par-dessus la boîte,trog,
trog-item-22,the girl is sitting on the table,das Mädchen sitzt auf dem Tisch.,la niña está sentada encima de la mesa,la fille est assise sur la table,trog,
trog-item-23,the man is eating the apple,Der Mann isst einen Apfel.,el hombre se está comiendo una manzana,l'homme mange la pomme,trog,
trog-item-24,the lady is carrying the bag,die Frau trägt eine Tasche.,la señora carga la bolsa,la dame porte le sac,trog,
trog-item-25,they are sitting on the table,sie sitzen auf dem Tisch.,están sentadas encima de la mesa,ils sont assis sur la table,trog,
trog-item-26,the cow is looking at them,Die Kuh sieht die Frauen an.,la vaca está mirándolas,la vache les regarde,trog,
trog-item-27,they are jumping over the wall,sie springen über die Mauer.,están saltando por encima de la pared,ils sautent par-dessus le mur,trog,
trog-item-28,the elephant is carrying them,der Elefant trägt sie,el elefante los lleva,l'éléphant les transporte,trog,
trog-item-29,the girl is pushing the horse,das Mädchen schiebt das Pferd,la niña está empujando al caballo,la fille pousse le cheval,trog,
trog-item-3,Choose the picture of the comb.,Wähle das Bild mit dem Kamm.,Escoge el dibujo del peine.,Choisis l'image du peigne.,trog,
trog-item-30,the boy is chasing the sheep,der Junge jagt das Schaf,el niño persigue a la oveja,le garçon poursuit le mouton,trog,
trog-item-31,the man is chasing the dog,der Mann jagt den Hund,el hombre persigue al perro,l'homme poursuit le chien,trog,
trog-item-32,the cow is pushing the lady,die Kuh schiebt die Dame,la vaca está empujando a la señora,la vache pousse la dame,trog,
trog-item-33,she is sitting on the chair,sie sitzt auf dem Stuhl.,ella está sentada en la silla,elle est assise sur la chaise,trog,
trog-item-34,the lady is carrying him,die Dame trägt ihn,la señora lo está cargando,la dame le porte,trog,
trog-item-35,he is sitting in the tree,er sitzt auf dem Baum,él está sentado en el árbol,il est assis dans l'arbre,trog,
trog-item-36,the horse is looking at her,das Pferd sieht sie an,el caballo la está mirando,le cheval la regarde,trog,
trog-item-37,the cats look at the ball,die Katzen schauen auf den Ball,los gatos miran la pelota,les chats regardent la balle,trog,
trog-item-38,the boy stands on the chairs,der Junge steht auf den Stühlen,el niño se para encima de las sillas,le garçon se tient sur les chaises,trog,
trog-item-39,the boys pick the apples,die Jungen pflücken die Äpfel,los niños recogen las manzanas,les garçons cueillent les pommes,trog,
trog-item-4,Choose the picture of the apple.,Wähle das Bild mit dem Apfel.,Escoge el dibujo de la manzana.,Choisis l'image de la pomme.,trog,
trog-item-40,the girl drops the cups,das Mädchen lässt die Tassen fallen,la niña deja caer las tazas,la fille laisse tomber les tasses,trog,
trog-item-41,the fork is longer than the pencil,die Gabel ist länger als der Bleistift,el tenedor es más largo que el lápiz,la fourchette est plus longue que le crayon,trog,
trog-item-42,the box is bigger than the cup,die Schachtel ist größer als die Tasse,la caja es más grande que la taza,la boîte est plus grande que la tasse,trog,
trog-item-43,the shoe is bigger than the bird,der Schuh ist größer als der Vogel,el zapato es más grande que el pájaro,la chaussure est plus grande que l'oiseau,trog,
trog-item-44,the horse is taller than the wall,das Pferd ist größer als die Mauer,el caballo es más alto que la pared,le cheval est plus grand que le mur,trog,
trog-item-45,the girl is chased by the horse,das Mädchen wird vom Pferd gejagt,la niña es perseguida por el caballo,la fille est poursuivie par le cheval,trog,
trog-item-46,the elephant is pushed by the boy,der Elefant wird von dem Jungen geschoben,el elefante es empujado por el niño,l'éléphant est poussé par le garçon,trog,
trog-item-47,the horse is chased by the man,das Pferd wird von dem Mann gejagt,el caballo es perseguido por el hombre,le cheval est poursuivi par l'homme,trog,
trog-item-48,the cow is pushed by the man,die Kuh wird von dem Mann geschoben,la vaca es empujada por el hombre,la vache est poussée par l'homme,trog,
trog-item-49,the cup is in the box,die Tasse ist in der Schachtel,la taza está en la caja,la tasse est dans la boîte,trog,
trog-item-5,Choose the picture that shows eating.,"Wähle das Bild aus, das jemanden beim essen zeigt.",Escoge el dibujo que muestra comiendo.,Choisissez l'image qui montre manger.,trog,
trog-item-50,the pencil is on the box,der Bleistift ist auf der Schachtel,el lápiz está encima de la caja,le crayon est sur la boîte,trog,
trog-item-51,the circle is in the star,der Kreis ist im Stern,el círculo está en la estrella,le cercle est dans l'étoile,trog,
trog-item-52,the fork is on the shoe,die Gabel ist auf dem Schuh,el tenedor está encima del zapato,la fourchette est sur la chaussure,trog,
trog-item-53,the boy chasing the horse is tall,"der Junge, der das Pferd jagt, ist groß",el niño que persigue al caballo es alto,le garçon qui poursuit le cheval est grand,trog,
trog-item-54,the pencil on the shoe is blue,der Bleistift auf dem Schuh ist blau,el lápiz que está encima del zapato es azul,le crayon sur la chaussure est bleu,trog,
trog-item-55,the cow chasing the cat is brown,"die Kuh, die die Katze jagt, ist braun",la vaca que persigue al gato es café,la vache qui poursuit le chat est brune,trog,
trog-item-56,the circle in the star is yellow,der Kreis im Stern ist gelb,el círculo en la estrella es amarillo,le cercle dans l'étoile est jaune,trog,
trog-item-57,the box but not the chair is red,"die Schachtel, aber nicht der Stuhl ist rot",la caja es roja pero la silla no,la boîte mais pas la chaise est rouge,trog,
trog-item-58,the cat is big but not black,"die Katze ist groß, aber nicht schwarz",el gato es grande pero no es negro,le chat est grand mais pas noir,trog,
trog-item-59,the horse but not the boy is standing,"das Pferd, aber nicht der Junge, steht",el caballo está parado pero el niño no,le cheval mais pas le garçon se tient,trog,
trog-item-6,Choose the picture that shows picking.,"Wähle das Bild aus, das zeigt, wie jemand etwas pflückt.",Escoge el dibujo que muestra recogiendo.,Choisissez l'image qui montre ramasser.,trog,
trog-item-60,the boy is sitting but not eating,"der Junge sitzt, aber er isst nichts","el niño está sentado, pero no está comiendo",le garçon s'assied mais ne mange pas,trog,
trog-item-61,the pencil is above the flower,der Bleistift ist über der Blume,el lápiz está arriba de la flor,le crayon est au-dessus de la fleur,trog,
trog-item-62,the comb is below the spoon,der Kamm ist unter dem Löffel,el peine está debajo de la cuchara,le peigne est en-dessous de la cuillère,trog,
trog-item-63,the star is above the circle,der Stern ist über dem Kreis,la estrella está arriba del círculo,l'étoile est au-dessus du cercle,trog,
trog-item-64,the square is below the star,das Quadrat ist unter dem Stern,el cuadrado está debajo de la estrella,le carré est en-dessous de l'étoile,trog,
trog-item-65,not only the bird but also the flower is blue,"nicht nur der Vogel, sondern auch die Blume ist blau","no sólo el pájaro, también la flor es azul.",non seulement l'oiseau mais aussi la fleur est bleue,trog,
trog-item-66,the box is not only big but also blue,"die Box ist nicht nur groß, sondern auch blau","la caja no sólo es grande, sino también azul",la boîte n'est pas seulement grande mais aussi bleue,trog,
trog-item-67,not only the girl but also the cat is sitting,"nicht nur das Mädchen, sondern auch die Katze sitzt","no sólo la niña, también el gato está sentado.",non seulement la fille mais aussi le chat est assis,trog,
trog-item-68,the girl has not only food but also a drink,"das Mädchen hat nicht nur Essen, sondern auch ein Getränk","la niña no solo tiene comida, sino también bebida",la fille n'a pas seulement de la nourriture mais aussi une boisson,trog,
trog-item-69,the pencil is on the book that is yellow,"der Bleistift ist auf dem Buch, das gelb ist",el lápiz está encima del libro que es amarillo,le crayon est sur le livre qui est jaune,trog,
trog-item-7,Choose the picture that shows sitting.,"Wähle das Bild aus, das zeigt, wie jemand sitzt.",Escoge el dibujo que muestra sentado.,Choisissez l'image qui montre une personne assise.,trog,
trog-item-70,the girl chases the dog that is big,"das Mädchen jagt den Hund, der groß ist",la niña persigue al perro que es grande,la fille poursuit le chien qui est grand,trog,
trog-item-71,the square is in the star that is blue,"das Quadrat ist in dem Stern, der blau ist",el cuadrado está en la estrella que es azul,le carré est dans l'étoile qui est bleue,trog,
trog-item-72,the dog chases the horse that is brown,"der Hund jagt das Pferd, das braun ist",el perro persigue al caballo que es café,le chien poursuit le cheval qui est brun,trog,
trog-item-73,neither the dog nor the ball is brown,weder der Hund noch der Ball sind braun,ni el perro ni la pelota son cafés,ni le chien ni la balle ne sont bruns,trog,
trog-item-74,the pencil is neither long nor red,der Bleistift ist weder lang noch rot,el lápiz no es largo ni rojo,le crayon n'est ni long ni rouge,trog,
trog-item-75,neither the boy nor the horse is running,weder der Junge noch das Pferd rennt,ni el niño ni el caballo están corriendo,ni le garçon ni le cheval ne courent,trog,
trog-item-76,the boy has neither hat nor shoes,der Junge hat weder Hut noch Schuhe,el niño no tiene ni sombrero ni zapatos,le garçon n'a ni chapeau ni chaussures,trog,
trog-item-77,the book the pencil is on is red,"das Buch, auf dem der Bleistift liegt, ist rot",el libro encima del que está el lápiz es rojo,le livre sur lequel est le crayon est rouge,trog,
trog-item-78,the cat the cow chases is black,"die Katze, die die Kuh jagt, ist schwarz",el gato que la vaca persigue es negro,le chat que poursuit la vache est noir,trog,
trog-item-79,the circle the star is in is red,"der Kreis, in dem sich der Stern befindet, ist rot","el círculo, en el que está la estrella, es rojo",le cercle dans lequel est l'étoile est rouge,trog,
trog-item-8,Choose the picture that shows running.,"Wähle das Bild aus, das zeigt, wie jemand rennt.",Escoge el dibujo que muestra corriendo.,Choisissez l'image qui montre la course.,trog,
trog-item-80,the boy the dog chases is big,"der Junge, den der Hund jagt, ist groß",el niño que el perro persigue es grande,le garçon que poursuit le chien est grand,trog,
trog-item-81,the horse drank water by the barn and the sheep ate grass by the fence,Das Pferd trank Wasser bei der Scheune und das Schaf fraß Gras am Zaun.,"el caballo bebía agua junto al granero, y la oveja comía pasto junto a la cerca",le cheval a bu de l'eau près de la grange et le mouton a mangé de l'herbe près de la clôture,trog,
trog-item-82,the student opened the notebook and drew a tree,der Schüler öffnete das Heft und zeichnete einen Baum,el estudiante abrió el cuaderno y dibujó un árbol,l'étudiant a ouvert le cahier et a dessiné un arbre,trog,
trog-item-83,we will have a picnic in the park if it is sunny,"Wenn es sonnig ist, werden wir im Park ein Picknick machen.",haremos un picnic en el parque si hace sol,nous ferons un pique-nique dans le parc s'il fait soleil,trog,
trog-item-84,he found his keys under the couch with the pillows,er fand seine Schlüssel unter der Couch mit den Kissen,encontró sus llaves debajo del sofá con cojines,il a trouvé ses clés sous le canapé avec les coussins,trog,
trog-item-85,she is the gardener who wears the hat that has a flower,"sie ist die Gärtnerin, die den Hut mit einer Blume trägt",ella es la jardinera que usa un sombrero que tiene una flor,elle est la jardinière qui porte le chapeau qui a une fleur,trog,
trog-item-86,She tripped on a rock and dropped her books.,Sie stolperte über einen Stein und ließ ihre Bücher fallen.,Ella tropezó con una piedra y dejo caer sus libros.,Elle a trébuché sur une pierre et a laissé tomber ses livres.,trog,
trog-item-87,The teacher will give the students cake if they stand in a line.,"Die Lehrerin gibt den Schülern Kuchen, wenn sie in einer Reihe stehen.","La maestra va a darles pastel a los estudiantes, si se forman en fila.",Le professeur donnera du gâteau aux élèves s'ils se tiennent en ligne.,trog,
trog-item-88,We will dance together if there is music playing.,"Wir tanzen zusammen, wenn Musik läuft.",Bailaremos juntos si hay música sonando.,Nous danserons ensemble s'il y a de la musique qui joue.,trog,
trog-item-89,"Although it is hot outside, I am wearing a jacket with a hood.","Obwohl es draußen heiß ist, trage ich eine Jacke mit Kapuze.","Aunque hace calor afuera, estoy usando una chaqueta con capucha.","Bien qu'il fasse chaud dehors, je porte une veste avec une capuche.",trog,
trog-item-9,Choose the picture that shows long.,"Wähle das Bild aus, das etwas Langes zeigt.",Escoge el dibujo que muestra largo.,Choisissez l'image qui montre longue.,trog,
trog-item-90,"He likes swimming. However, he chose to play soccer with his friends.","Er schwimmt gerne, aber er hat sich entschieden, mit seinen Freunden Fußball zu spielen.","Le gusta nadar. Sin embargo, elijió jugar fútbol con sus amigos.","Il aime nager. Cependant, il a choisi de jouer au soccer avec ses amis.",trog,
trog-item-91,"Despite the noise in the classroom, she focused on reading her notebook.",Trotz des Lärms im Klassenzimmer konzentrierte sie sich auf das Lesen ihres Heftes.,"A pesar del ruido en el salón, ella se concentró en leer su cuaderno.","Malgré le bruit en classe, elle s'est concentrée sur la lecture de son cahier.",trog,
trog-item-92,He wore the clown's hat despite its large size.,"Er trug die Mütze vom Clown, obwohl sie so groß ist.",Él usó el sombrero de payaso a pesar de su gran tamaño.,Il a porté le chapeau du clown malgré sa grande taille.,trog,
trog-item-93,The duck following the turtle is walking across the bridge.,"Die Ente, die der Schildkröte folgt, geht über die Brücke.",El pato que sigue a la tortuga está caminando por el puente.,Le canard suivant la tortue marche sur le pont.,trog,
trog-item-94,Bumping the table with my foot caused a book to fall.,Beim Anstoßen des Tisches mit meinem Fuß ist ein Buch heruntergefallen.,Por golpear la mesa con mi pie se cayó un libro,Heurter la table avec mon pied a causé la chute d'un livre.,trog,
trog-item-95,The person chases the dog that is big.,"Die Person jagt den Hund, der groß ist.",La persona persigue al perro que es grande.,La personne poursuit le chien qui est grand.,trog,
trog-item-96,The girl wearing a backpack was shown a flower by her friend.,"Dem Mädchen, das einen Rucksack trägt, wurde von seiner Freundin eine Blume gezeigt.",A la niña que llevaba el morral su amiga le mostró una flor.,La fille portant un sac à dos a vu une fleur montrée par son amie.,trog,
trog-item-97,"The kids cleaned the room, but forgot to put away the train.","Die Kinder haben das Zimmer aufgeräumt, aber haben vergessen, die Eisenbahn wegzustellen.","Los niños limpiaron la habitación, pero olvidaron guardar el tren.","Les enfants ont nettoyé la chambre, mais ont oublié de ranger le train.",trog,
trog-item-98,The monkey neither ate the banana nor swung on the vine.,Der Affe hat weder die Banane gegessen noch sich an der Liane geschwungen.,El mono no se comió el plátano ni se columpió en la liana.,Le singe n'a ni mangé la banane ni se balancé sur la liane.,trog,
