item_id,labels,en,de,nl,context,es-CO,fr-CA,de-CH,es-AR
ToM-scene14-instruct3,theory-of-mind,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.","Dann kommt Bobbys Schwester Anna herein. Anna hat auch einen Fußball! Anna legt ihren Fußball auf den Tisch. Bobby ist immer noch draußen und spielt, deshalb hat er nicht gesehen, was Anna gemacht hat.",,,,,"Dann kommt Bobbys Schwester Anna herein. Anna hat auch einen Fußball! Anna legt ihren Fußball auf den Tisch. Bobby ist immer noch draußen und spielt, deshalb hat er nicht gesehen, was Anna gemacht hat.","Entonces entra Anna, la hermana de Roberto. Anna también tiene un balón de fútbol. Anna pone su balón en la mesa. Roberto todavía está afuera jugando, así que no ve lo que hace Anna."
ToM-scene14-q1-false_belief,theory-of-mind,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?","Wenn Bobby jetzt von draußen reinkommt, wo wird er zuerst nach seinem Fußball suchen?",,,,,"Wenn Bobby jetzt von draußen reinkommt, wo wird er zuerst nach seinem Fußball suchen?","Ahora, cuando Roberto vuelva de jugar afuera, ¿dónde buscará primero su balón de fútbol?"
table,theory-of-mind,On the table,Auf dem Tisch,,,,,Auf dem Tisch,En la mesa
floor,theory-of-mind,On the floor,Auf dem Boden,,,,,Auf dem Boden,En el suelo
ToM-scene-14-instruct4,theory-of-mind,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!","Schauen wir mal, was er macht. Oh, sieh mal, hier ist Bobby, der nach dem Fußball auf dem Tisch greift. Und jetzt sieht Anna, wie Bobby nach dem Fußball greift ... dem Fußball, der Anna gehört!",,,,,"Schauen wir mal, was er macht. Oh, sieh mal, hier ist Bobby, der nach dem Fußball auf dem Tisch greift. Und jetzt sieht Anna, wie Bobby nach dem Fußball greift ... dem Fußball, der Anna gehört!","Veamos lo que hace. Oh, mirá, aquí está Roberto cogiendo el balón de fútbol que está en la mesa. Y ahora Anna ve a Roberto buscando el balón... ¡el balón que es de Anna!"
ToM-scene-14-q2-emotion_reasoning,theory-of-mind,How do you think Anna feels about Bobby reaching for that soccer ball?,"Was denkst du, wie Anna sich fühlt, wenn Bobby nach dem Fußball greift?",,,,,"Was denkst du, wie Anna sich fühlt, wenn Bobby nach dem Fußball greift?",¿Cómo creés que se siente Anna cuando Roberto coge ese balón?
ToM-scene-14-q3-emotion_reasoning,theory-of-mind,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,"Was denkst du, wie Anna sich fühlen würde, wenn sie nicht gesehen hätte, wie Bobby nach dem Fußball gegriffen hat?",,,,,"Was denkst du, wie Anna sich fühlen würde, wenn sie nicht gesehen hätte, wie Bobby nach dem Fußball gegriffen hat?",¿Cómo creés que se sentiría Anna si no hubiera visto a Roberto intentando coger el balón?
ToM-scene-14-q4-false_belief,theory-of-mind,Is Bobby being mean and naughty for taking Anna’s soccer ball?,"Ist Bobby gemein und frech, weil er Annas Fußball genommen hat?",,,,,"Ist Bobby gemein und frech, weil er Annas Fußball genommen hat?",¿Roberto está siendo necio y travieso por coger el balón de fútbol de Anna?
ToM-scene-14-q5-false_belief,theory-of-mind,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,"Sollte Bobby Ärger mit seiner Mutter bekommen, weil er Annas Fußball genommen hat?",,,,,"Sollte Bobby Ärger mit seiner Mutter bekommen, weil er Annas Fußball genommen hat?",¿Debería Roberto estar en problemas con su madre por coger el balón de fútbol de Anna?
ToM-scene-14-q6-reality_check,theory-of-mind,Can you help Anna find her soccer ball? Is it on the table or on the floor?,"Kannst du Anna helfen, ihren Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",,,,,"Kannst du Anna helfen, ihren Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",¿Podés ayudarle a Anna a encontrar su balón de fútbol? ¿Está sobre la mesa o en el suelo?
ToM-scene-14-q7-reality_check,theory-of-mind,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,"Kannst du Bobby helfen, seinen Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",,,,,"Kannst du Bobby helfen, seinen Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",¿Podés ayudarle a Roberto a encontrar su balón de fútbol? ¿Está sobre la mesa o en el suelo?
ToM-scene-15-instruct1,theory-of-mind,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them.","Robin, Sina und Tobias spielen ein Spiel im Park. Das Spiel läuft folgendermaßen ab: Ein Kind versteckt sich, malt aber einen Hinweis in den Sandkasten, damit die anderen Kinder es finden können.",,,,,"Robin, Sina und Tobias spielen ein Spiel im Park. Das Spiel läuft folgendermaßen ab: Ein Kind versteckt sich, malt aber einen Hinweis in den Sandkasten, damit die anderen Kinder es finden können.","Alex, Isabel y John están jugando un juego en el parque. En este juego uno de los niños se esconde, pero antes de esconderse, debe dibujar una pista en la arenera para que los otros puedan encontrarlo."
ToM-scene-15-instruct2,theory-of-mind,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.","Tobias beschließt, sich hinter den Blumensträuchern zu verstecken. Er malt einen Hinweis in den Sand. Tobias will den Strauch zeichnen, aber die Zeichnung sieht stattdessen wie ein Stein aus! Dann versteckt sich Tobias hinter den Blumensträuchern.",,,,,"Tobias beschließt, sich hinter den Blumensträuchern zu verstecken. Er malt einen Hinweis in den Sand. Tobias will den Strauch zeichnen, aber die Zeichnung sieht stattdessen wie ein Stein aus! Dann versteckt sich Tobias hinter den Blumensträuchern.","John decide esconderse detrás de una planta con flores. Él dibuja una pista en la arena. Pero aunque John quiere dibujar la planta con flores, ¡su dibujo parece una roca! Al terminar su dibujo, John se va a esconder detrás de la planta con flores."
ToM-scene-15-q1-reality_check,theory-of-mind,What did Johnny mean to draw?,Was wollte Tobias zeichnen?,,,,,Was wollte Tobias zeichnen?,¿Qué quería dibujar John?
flowerbush,theory-of-mind,A flower bush,Einen Blumenstrauch,,,,,Einen Blumenstrauch,Una planta con flores
rocks,theory-of-mind,A rock,Einen Felsen,,,,,Einen Felsen,Una roca
ToM-scene-15-q2-false_belief,theory-of-mind,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?","Wenn Robin und Sina diesen Hinweis sehen, wo werden sie zuerst nach Tobias suchen? Hinter dem Blumenstrauch oder hinter dem Felsen?",,,,,"Wenn Robin und Sina diesen Hinweis sehen, wo werden sie zuerst nach Tobias suchen? Hinter dem Blumenstrauch oder hinter dem Felsen?","Cuando Alex e Isabel vean esta pista, ¿dónde buscarán primero a John? ¿Detrás de la planta con flores o detrás de la roca?"
ToM-scene-15-q3-reality_check,theory-of-mind,Can you help them find where Johnny really is?,"Kannst du ihnen helfen, herauszufinden, wo Tobias wirklich ist?",,,,,"Kannst du ihnen helfen, herauszufinden, wo Tobias wirklich ist?",¿Podés ayudarles a encontrar dónde se esconde John realmente?
behind-flowerbush,theory-of-mind,Behind the flower bush,Hinter dem Blumenstrauch,,,,,Hinter dem Blumenstrauch,Detrás de la planta con flores
behind-rock,theory-of-mind,Behind the rock,Hinter dem Felsen,,,,,Hinter dem Felsen,Detrás de la roca
ToM-scene-15-q4-emotion_reasoning,theory-of-mind,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?","Schau, Robin und Sina haben Tobias gefunden und das Spiel gewonnen! Was denkst du, wie Robin und Sina sich fühlen, weil sie das Spiel gewonnen haben?",,,,,"Schau, Robin und Sina haben Tobias gefunden und das Spiel gewonnen! Was denkst du, wie Robin und Sina sich fühlen, weil sie das Spiel gewonnen haben?","Mirá, Alex e Isabel encontraron a John y ganaron el juego. ¿Cómo creés que se sienten Alex e Isabel por ganar el juego?"
ToM-scene-16-instruct1,theory-of-mind,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,"Papa sagt Jakob und Sophie, sie sollen sich für die Schule fertig machen. Papa sagt ihnen, dass sie ihre Schuhe anziehen sollen.",,,,,"Papa sagt Jakob und Sophie, sie sollen sich für die Schule fertig machen. Papa sagt ihnen, dass sie ihre Schuhe anziehen sollen.",El papá les dice a Jaime y a Sofía que se preparen para ir al colegio. El papá les dice que se pongan los zapatos.
ToM-scene-16-instruct2,theory-of-mind,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,"Sophie kann einen ihrer Schuhe nicht finden! Sie sucht überall, aber sie kann ihn nicht finden.",,,,,"Sophie kann einen ihrer Schuhe nicht finden! Sie sucht überall, aber sie kann ihn nicht finden.","Sofía no encuentra uno de sus zapatos. Lo está buscando por todas partes, pero no lo encuentra."
ToM-scene-16-q1-emotion_reasoning,theory-of-mind,How does Sophie feel about losing her shoe?,"Wie fühlt sich Sophie, weil sie ihren Schuh verloren hat?",,,,,"Wie fühlt sich Sophie, weil sie ihren Schuh verloren hat?",¿Cómo se siente Sofía por perder su zapato?
ToM-scene-16-q2-emotion_reasoning,theory-of-mind,How would Sophie feel if she found her shoe?,"Wie würde sich Sophie fühlen, wenn sie ihren Schuh finden würde?",,,,,"Wie würde sich Sophie fühlen, wenn sie ihren Schuh finden würde?",¿Cómo se sentiría Sofía si encontrara su zapato?
ToM-scene-16-instruct3,theory-of-mind,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.","Sophie kann ihren Schuh nicht finden, denn früher am Tag, als niemand hinsah, hat Jakob Sophie einen Streich gespielt und ihren Schuh in der Spielzeugkiste versteckt.",,,,,"Sophie kann ihren Schuh nicht finden, denn früher am Tag, als niemand hinsah, hat Jakob Sophie einen Streich gespielt und ihren Schuh in der Spielzeugkiste versteckt.","Sofía no encuentra su zapato porque Jaime, por hacerle una broma, se lo escondió en la caja de juguetes hace un rato cuando nadie estaba mirando."
ToM-scene-16-instruct4,theory-of-mind,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.","Sophie sucht also überall, aber sie kann ihren Schuh nicht finden. Papa wird wütend auf Sophie, weil sie ihren Schuh verloren hat und sie nun zu spät zur Schule kommen.",,,,,"Sophie sucht also überall, aber sie kann ihren Schuh nicht finden. Papa wird wütend auf Sophie, weil sie ihren Schuh verloren hat und sie nun zu spät zur Schule kommen.","Entonces Sofía está buscando su zapato por todas partes, pero no lo encuentra. Ahora el papá se ha enojado con Sofía porque perdió su zapato y van tarde para el colegio."
ToM-scene-16-q3-false_belief,theory-of-mind,Is it fair that Dad is mad at Sophie for losing her shoe?,"Ist es fair, dass Papa sauer auf Sophie ist, weil sie ihren Schuh verloren hat?",,,,,"Ist es fair, dass Papa sauer auf Sophie ist, weil sie ihren Schuh verloren hat?",¿Es justo que papá se enoje con Sofía por haber perdido su zapato?
ToM-scene-16-q4-reference,theory-of-mind,Is Dad mad at James?,Ist Papa böse auf Jakob?,,,,,Ist Papa böse auf Jakob?,¿Está el papá enojado con Jaime?
ToM-scene-16-q5-reference,theory-of-mind,Is Sophie mad at James?,Ist Sophie böse auf Jakob?,,,,,Ist Sophie böse auf Jakob?,¿Está Sofía enojada con Jaime?
ToM-scene-16-instruct5,theory-of-mind,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.","Als Jakob sieht, dass Papa sauer auf Sophie ist, geht er zur Spielzeugkiste, holt den Schuh und gibt ihn Sophie zurück.",,,,,"Als Jakob sieht, dass Papa sauer auf Sophie ist, geht er zur Spielzeugkiste, holt den Schuh und gibt ihn Sophie zurück.","Cuando Jaime ve que papá está enojado con Sofía, va a la caja de juguetes, agarra el zapato y se lo devuelve a Sofía."
ToM-scene-16-q6-reference,theory-of-mind,Is Dad mad at Sophie now?,Ist Papa jetzt sauer auf Sophie?,,,,,Ist Papa jetzt sauer auf Sophie?,¿Está el papá enojado con Sofía ahora?
ToM-scene-16-q7-reference,theory-of-mind,Is Dad mad at James now?,Ist Papa jetzt sauer auf Jakob?,,,,,Ist Papa jetzt sauer auf Jakob?,¿Está el papá enojado con Jaime ahora?
ToM-scene-16-q8-reference,theory-of-mind,Is Sophie mad at James now?,Ist Sophie jetzt sauer auf Jakob?,,,,,Ist Sophie jetzt sauer auf Jakob?,¿Está Sofía enojada con Jaime ahora?
ToM-scene-16-instruct6,theory-of-mind,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.","Jakob sagt Sophie, dass es ihm sehr leid tut, und Sophie und Papa nehmen die Entschuldigung an. Sie umarmen sich alle.",,,,,"Jakob sagt Sophie, dass es ihm sehr leid tut, und Sophie und Papa nehmen die Entschuldigung an. Sie umarmen sich alle.","Jaime le pide perdón a Sofía, y Sofía y el papá perdonan a Jaime. Todos se abrazan."
ToM-scene-17-instruct1,theory-of-mind,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","Das ist Mika. Mikas Mutter hat eine Buchhandlung, und manchmal hilft Mika dort mit. Heute hat Mika die Bücher auf Tischen und Regalen sortiert. Mika hat einen sehr großen Stapel blauer Bücher auf den Schreibtisch gelegt, einen mittelgroßen Stapel roter Bücher auf den Tisch und einen kleinen Stapel gelber Bücher ins Regal.",,,,,"Das ist Mika. Mikas Mutter hat eine Buchhandlung, und manchmal hilft Mika dort mit. Heute hat Mika die Bücher auf Tischen und Regalen sortiert. Mika hat einen sehr großen Stapel blauer Bücher auf den Schreibtisch gelegt, einen mittelgroßen Stapel roter Bücher auf den Tisch und einen kleinen Stapel gelber Bücher ins Regal.","Esta es Melisa. La mamá de Melisa tiene una librería y Melisa a veces la ayuda. Hace un rato, Melisa estaba organizando unos libros en las mesas y biblioteca. Melisa puso una torre muy grande de libros azules en el escritorio, una torre mediana de libros rojos en la mesa y una torre pequeña de libros amarillos en la biblioteca."
ToM-scene-17-instruct2,theory-of-mind,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”","Mikas Mutter kommt gerade herein. Mama fragt Mika nach einem der Bücher. Mika erinnert sich, wo das Buch ist, und sagt zu Mama: „Das Buch ist in dem kleinen Stapel!“",,,,,"Mikas Mutter kommt gerade herein. Mama fragt Mika nach einem der Bücher. Mika erinnert sich, wo das Buch ist, und sagt zu Mama: „Das Buch ist in dem kleinen Stapel!“","La mamá de Melisa acaba de entrar. La mamá le pide a Melisa uno de los libros. Melisa recuerda dónde está ese libro y le dice a su mamá: ""¡El libro está en la torre pequeña!""."
ToM-scene-17-q1-reference,theory-of-mind,Which stack of books will mom look in?,In welchem Bücherstapel wird Mama nachsehen?,,,,,In welchem Bücherstapel wird Mama nachsehen?,¿En cuál torre de libros va a buscar la mamá?
ToM-scene-17-q2-reality_check,theory-of-mind,Which stack of books was Mika talking about?,Welchen Bücherstapel hat Mika gemeint?,,,,,Welchen Bücherstapel hat Mika gemeint?,¿A cuál torre de libros se refería Melisa?
bluestack,theory-of-mind,The large blue stack,Den großen blauen Stapel,,,,,Der große blaue Stapel,La torre azul grande
redstack,theory-of-mind,The medium sized red stack,Den mittelgroßen roten Stapel,,,,,Der mittelgroße rote Stapel,La torre roja mediana
yellowstack,theory-of-mind,The small yellow stack,Den kleinen gelben Stapel,,,,,Der kleine gelbe Stapel,La torre amarilla pequeña
ToM-scene-17-q3-emotion_reasoning,theory-of-mind,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,"Mama schaut in den falschen Stapel und findet das Buch nicht, das sie gesucht hat. Was glaubst du, wie Mama sich fühlt, wenn sie das gewünschte Buch nicht findet?",,,,,"Mama schaut in den falschen Stapel und findet das Buch nicht, das sie gesucht hat. Was glaubst du, wie Mama sich fühlt, wenn sie das gewünschte Buch nicht findet?",La mamá busca en la torre de libros equivocada y no encuentra el libro que quería. ¿Cómo creés que se siente la mamá al no encontrar el libro que quería?
ToM-scene-17-q4-emotion_reasoning,theory-of-mind,How do you think Mom would feel if she could find the book she wanted?,"Was glaubst du, wie sie sich fühlen würde, wenn sie das Buch finden würde, das sie sucht?",,,,,"Was glaubst du, wie sie sich fühlen würde, wenn sie das Buch finden würde, das sie sucht?",¿Cómo creés que se sentiría la mamá si pudiera encontrar el libro que quería?
ToM-scene-18-instruct1,theory-of-mind,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.","Georg und Theresa spielen zusammen. Sie schauen nach draußen und sehen auf der anderen Straßenseite ein neues Spielzeuggeschäft. Theresa beschließt, ein paar neue Spielsachen in dem Geschäft zu kaufen. Theresa fragt Georg, welches Spielzeug er gerne hätte, und Georg sagt, er hätte gerne einen neuen Basketball.",,,,,"Georg und Theresa spielen zusammen. Sie schauen nach draußen und sehen auf der anderen Straßenseite ein neues Spielzeuggeschäft. Theresa beschließt, ein paar neue Spielsachen in dem Geschäft zu kaufen. Theresa fragt Georg, welches Spielzeug er gerne hätte, und Georg sagt, er hätte gerne einen neuen Basketball.",Jorge y Catalina están jugando juntos. Miran afuera y ven una juguetería nueva al otro lado de la calle. Catalina decide ir a comprar juguetes a la juguetería. Catalina le pregunta a Jorge cuál juguete le gustaría tener y Jorge dice que le gustaría una pelota de básquet nueva.
ToM-scene-18-instruct2,theory-of-mind,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.","Während Theresa zum Spielzeugladen geht, ändert Georg seine Meinung und ruft Theresa zu: „Kann ich bitte ein paar Buntstifte haben?“ Aber Theresa hat nicht gehört, wie Georg nach Buntstiften gefragt hat.",,,,,"Während Theresa zum Spielzeugladen geht, ändert Georg seine Meinung und ruft Theresa zu: „Kann ich bitte ein paar Buntstifte haben?“ Aber Theresa hat nicht gehört, wie Georg nach Buntstiften gefragt hat.","Mientras Catalina caminaba a la juguetería, Jorge cambió de opinión y le gritó a Catalina: ""En realidad, ¿me comprás unos colores, por favor?"". Pero Catalina no escuchó a Jorge pedir los colores."
ToM-scene-18-q1-false_belief,theory-of-mind,Which toy does Kat think George wants from the toy shop?,"Welches Spielzeug, glaubt Theresa, möchte Georg aus dem Spielzeugladen haben?",,,,,"Welches Spielzeug, glaubt Theresa, möchte Georg aus dem Spielzeugladen haben?",¿Cuál juguete cree Catalina que Jorge quiere de la juguetería?
ToM-scene-18-instruct3,theory-of-mind,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.","Theresa hat Georg nicht sagen hören, dass er Buntstifte haben möchte. Deshalb glaubt Theresa, dass Georg sich einen Basketball wünscht. Theresa geht in den Spielzeugladen, aber der Ladenbesitzer sagt, dass sie keine Basketbälle haben! Aber sie haben Märchenbücher, also kauft Theresa stattdessen ein Märchenbuch für Georg.",,,,,"Theresa hat Georg nicht sagen hören, dass er Buntstifte haben möchte. Deshalb glaubt Theresa, dass Georg sich einen Basketball wünscht. Theresa geht in den Spielzeugladen, aber der Ladenbesitzer sagt, dass sie keine Basketbälle haben! Aber sie haben Märchenbücher, also kauft Theresa stattdessen ein Märchenbuch für Georg.","Catalina no escuchó a Jorge decir que quería unos colores, así que Catalina piensa que Jorge quiere una pelota de básquet. Catalina va a la juguetería, pero el dueño le dice aunque no tienen pelotas de básquet, sí tienen libros de cuentos. Catalina le compra un libro de cuentos a Jorge."
ToM-scene-18-q2-false_belief,theory-of-mind,Does George know that Kat bought a storybook?,"Weiß Georg, dass Theresa ein Märchenbuch gekauft hat?",,,,,"Weiß Georg, dass Theresa ein Märchenbuch gekauft hat?",¿Jorge sabe que Catalina compró un libro de cuentos?
ToM-scene-18-q3-false_belief,theory-of-mind,What does George think Kat bought at the toy shop?,"Was glaubt Georg, was Theresa im Spielzeugladen gekauft hat?",,,,,"Was glaubt Georg, was Theresa im Spielzeugladen gekauft hat?",¿Qué cree Jorge que Catalina compró en la juguetería?
basketball,theory-of-mind,A basketball,Einen Basketball,,,,,Einen Basketball,Una pelota de básquet
storybook,theory-of-mind,A storybook,Ein Bilderbuch,,,,,Ein Bilderbuch,Un libro de cuentos
crayons,theory-of-mind,Crayons,Buntstifte,,,,,Buntstifte,Unos colores
ToM-scene-18-instruct4,theory-of-mind,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”","Theresa kommt zurück und sagt zu Georg: „Es tut mir so leid, ich konnte dir keinen Basketball kaufen, weil der Laden keinen hatte.“",,,,,"Theresa kommt zurück und sagt zu Georg: „Es tut mir so leid, ich konnte dir keinen Basketball kaufen, weil der Laden keinen hatte.“","Catalina vuelve y le dice a Jorge: ""Lo siento mucho, no pude comprarte una pelota de básquet porque no las vendían en la tienda""."
ToM-scene-18-q4-reality_check,theory-of-mind,What toy does George want?,Welches Spielzeug wünscht sich Georg?,,,,,Welches Spielzeug wünscht sich Georg?,¿Cuál juguete quiere Jorge?
ToM-scene-18-q5-reality_check,theory-of-mind,What toy did Kat buy for George?,Welches Spielzeug hat Theresa für Georg gekauft?,,,,,Welches Spielzeug hat Theresa für Georg gekauft?,¿Cuál juguete le compró Catalina a Jorge?
ToM-scene-18-instruct5,theory-of-mind,George is very happy to play with his new storybook.,"Georg ist sehr glücklich, dass er ein neues Bilderbuch hat.",,,,,"Georg ist sehr glücklich, dass er ein neues Bilderbuch hat.",Jorge está emocionado por leer su nuevo libro de cuentos.
inferenceInstructions2,roar-inference,Welcome to ROAR - Inference,Willkommen bei ROAR - Schlussfolgerung,,,,,Willkommen bei ROAR - Inferenz,Bienvenido a ROAR - Inferencia
inferenceInstructions,roar-inference,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.,"Lesen Sie jede Geschichte sorgfältig. Denken Sie darüber nach, was in der Geschichte passiert ist und was Sie wissen. Wählen Sie die beste Antwort zu jeder Frage.",,,,,"Lies jede Geschichte sorgfältig durch. Denk darüber nach, was in der Geschichte passiert ist und was du weißt. Wähle die beste Antwort für jede Frage.",Lee cada historia con atención. Piensa en lo que pasó en la historia y en lo que sabes. Elige la mejor respuesta para cada pregunta.
sds-your-turn,same-different-selection,Now it's your turn!,Jetzt bist du dran!,,,,,Jetzt bist du dran!,¡Ahora es tu turno!
sds-prompt3-demo-heavy,same-different-selection,Here is another picture. I have to choose which of these pictures is the same as this new picture.,"Hier ist ein weiteres Bild. Ich muss auswählen, welches dieser Bilder mit diesem neuen Bild übereinstimmt.",,,,,"Hier ist ein weiteres Bild. Ich muss wählen, welches dieser Bilder dasselbe wie dieses neue Bild ist.",Aquí hay otra imagen. Tengo que elegir cuál de estas imágenes es igual que esta nueva imagen.
sds-pick-square-demo-heavy,same-different-selection,I will pick this one! This one is the same as the new picture because they are both squares.,"Ich wähle dieses! Dieses ist gleich dem neuen Bild, weil sie beide Quadrate sind.",,,,,"Ich wähle dieses! Dieses ist dasselbe wie das neue Bild, weil sie beide Quadrate sind.",¡Elegiré esta! Esta es igual a la nueva imagen porque ambas son cuadrados.
same-different-selection-instruct1-heavy,same-different-selection,"This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.","Das ist das Zuordnungsspiel. In diesem Spiel werden wir uns Bilder anschauen und Dinge finden, die auf irgendeine Weise gleich sind.",,,,,"Dies ist das Zuordnungsspiel. In diesem Spiel schauen wir uns Bilder an und finden heraus, was sie auf irgendeine Weise gemeinsam haben.","Este es el juego de emparejamiento. En este juego, vamos a mirar imágenes y encontrar cosas sobre ellas que sean iguales de alguna manera."
same-different-selection-instruct2-heavy,same-different-selection,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,"Jetzt schauen wir uns mehr Bilder an und finden Dinge heraus, die gleich sind. Lass uns lernen, wie man spielt!",,,,,"Jetzt schauen wir uns mehr Bilder an und finden heraus, was sie gemeinsam haben. Lass uns lernen, wie man spielt!",Ahora vamos a mirar más imágenes y encontrar cosas sobre ellas que sean iguales. ¡Aprendamos a jugar!
same-different-selection-instruct3-heavy,same-different-selection,Now you're going to play the rest of the game on your own!,Jetzt wirst du den Rest des Spiels alleine spielen!,,,,,Jetzt spielst du den Rest des Spiels alleine!,¡Ahora vas a jugar el resto del juego por tu cuenta!
same-different-selection-instruct4-heavy,same-different-selection,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,"Jetzt werden wir etwas Neues ausprobieren! Du wirst Paare von Formen finden, die auf irgendeine Weise gleich sind. Lass uns lernen, wie das geht!",,,,,"Jetzt probieren wir etwas Neues! Du wirst Paare von Formen finden, die auf irgendeine Weise gleich sind. Lass uns lernen, wie!",¡Ahora vamos a intentar algo nuevo! Te vas a encontrar pares de formas que sean iguales de alguna manera. ¡Aprendamos cómo!
same-different-selection-instruct5-heavy,same-different-selection,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,"Hier sind drei Bilder. Ich muss zwei davon auswählen, die auf irgendeine Weise gleich sind. Ich wähle diese beiden Bilder, weil sie beide Dreiecke sind.",,,,,"Hier sind drei Bilder. Ich muss 2 von ihnen wählen, die in irgendeiner Weise gleich sind. Ich wähle diese 2 Bilder, weil sie beide Dreiecke sind.",Aquí hay tres imágenes. Tengo que elegir 2 de ellas que sean iguales de alguna manera. Voy a elegir estas 2 imágenes porque ambas son triángulos.
same-different-selection-instruct6-heavy,same-different-selection,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,"Hier sind dieselben drei Bilder. Ich muss zwei davon auswählen, die auf eine andere Weise gleich sind. Ich wähle diese beiden Bilder, weil sie beide rot sind.",,,,,"Hier sind die gleichen drei Bilder. Ich muss 2 von ihnen wählen, die auf eine andere Weise gleich sind. Ich wähle diese 2 Bilder, weil sie beide rot sind.",Aquí están las mismas tres imágenes. Tengo que elegir 2 de ellas que sean iguales de una manera diferente. Voy a elegir estas 2 imágenes porque ambas son rojas.
same-different-selection-touch-circle-heavy,same-different-selection,Show me the circle.,Zeige mir den Kreis.,,,,,Zeig mir den Kreis.,Muéstrame el círculo.
same-different-selection-touch-square-heavy,same-different-selection,Show me the square.,Zeige mir das Quadrat.,,,,,Zeig mir das Quadrat.,Muéstrame el cuadrado.
same-different-selection-touch-triangle-heavy,same-different-selection,Show me the triangle.,Zeige mir das Dreieck.,,,,,Zeig mir das Dreieck.,Muéstrame el triángulo.
same-different-selection-touch-star-heavy,same-different-selection,Show me the star.,Zeige mir den Stern.,,,,,Zeig mir den Stern.,Muéstrame la estrella.
same-different-selection-touch-green-heavy,same-different-selection,Show me the green one.,Zeige mir das grüne.,,,,,Zeig mir das Grüne.,Muéstrame el verde.
same-different-selection-touch-red-heavy,same-different-selection,Show me the red one.,Zeige mir das rote.,,,,,Zeig mir das Rote.,Muéstrame el rojo.
same-different-selection-touch-blue-heavy,same-different-selection,Show me the blue one.,Zeige mir das blaue.,,,,,Zeig mir das Blaue.,Muéstrame el azul.
same-different-selection-touch-yellow-heavy,same-different-selection,Show me the yellow one.,Zeige mir das gelbe.,,,,,Zeig mir das Gelbe.,Muéstrame el amarillo.
same-different-selection-touch-small-heavy,same-different-selection,Show me the small one.,Zeige mir das kleine.,,,,,Zeig mir das Kleine.,Muéstrame el pequeño.
same-different-selection-touch-medium-heavy,same-different-selection,Show me the medium one.,Zeige mir das mittelgroße.,,,,,Zeig mir das Mittlere.,Muéstrame el mediano.
